"Sample","C5orf32","GADD45A","MAFG","S100A8","MYL6","NSUN7"
"GSM1691862",0.319364073513866,0.414151607432139,0.349368233049806,-0.00976861471069463,0.217835033322067,0.656084685211619
"GSM1691863",0.798591487800091,0.634550290716871,1.77514122279264,0.258986997593908,0.903244078151758,-0.0100846064096327
"GSM1691864",-0.637063589824221,-1.06709997899838,-0.661434548940559,0.0482533607860277,0.244441820429029,-0.186108729649791
"GSM1691865",0.980349765788117,0.807901053832828,0.438738183848982,0.616631817471544,1.15917748435961,0.532777739479202
"GSM1691866",0.924009218298928,0.350034466480878,0.0691043013878049,-0.0145355680620356,0.0409399493958089,0.157623953798374
"GSM1691867",-0.721137467230958,0.0647383820240112,-0.775532655673823,0.154083384421599,0.0443916470237379,-0.416397072407022
"GSM1691868",-0.226235179632862,-0.494076294567611,-1.10561093494884,-0.102524421060428,-0.118343383627133,-1.35270535495437
"GSM1691869",0.132327770158148,-0.198893078667782,-0.595040336609675,-0.623638674961172,-0.472388781594348,0.876004609573088
"GSM1691870",-0.244995478451125,-0.611943717507903,-0.285446377141761,-0.195775631634082,-0.535268660705235,0.33436360998375
"GSM1691871",1.17539847610527,1.04733317219286,0.437738070238111,0.508149798865793,1.47385040310753,0.0940787618086867
"GSM1691873",-0.494116251066008,-1.7216480137418,-0.659002545014274,0.498498830853284,0.519608315733103,-1.21621451476563
"GSM1691874",0.460757696812839,0.720072126902246,-0.811233093508867,-0.668763651252465,-1.55373432922331,0.605770362606479
"GSM1691875",-0.778935367085588,0.679217253000848,0.302550357008319,0.463938452339111,0.119075482445494,-0.0705972609661092
"GSM1691876",0.406431450788201,-0.0269607069480015,-0.609157320771877,0.190999976022878,0.0217061261955637,0.131685798540648
"GSM1691877",0.768999846297807,1.08106358107019,0.303782709273548,0.445696610602985,0.261629933784993,0.951484044784503
"GSM1691878",-1.05641739374873,0.335845059260127,-0.00142749362082589,-0.554184649804152,-1.46498406259878,1.3825274327653
"GSM1691879",-0.0793260543786026,-0.709932239070007,-1.35045460716875,-0.373532289162212,-1.08489107829349,-0.0290524471325467
"GSM1691880",-0.705693984161308,0.67650174090764,0.0706172654474958,-0.00318041180151526,-0.808684079809555,0.93408149687439
"GSM1691881",0.461517908024111,0.337284480215553,0.0362728947966686,0.0979929300463765,0.165693866052345,0.846349140718907
"GSM1691882",1.07227773243123,1.35247343216451,-0.138592677727249,0.731999266305714,-0.242061419975142,2.60668550349582
"GSM1691883",-0.528025221052972,-1.02834924795314,-0.970312529131903,-0.558600875679557,-1.82290522033118,0.136188401181328
"GSM1691884",-0.171873603706958,0.218932569750294,0.798901939251067,-0.540823456384458,-0.607377100463955,0.182763352740603
"GSM1691885",-0.201926764777491,0.124279360124995,-0.325558838549386,0.574364487481565,-0.162400279866211,1.52477959398475
"GSM1691886",-0.140585751093518,0.039580750634764,-0.432030250004227,0.408881522853946,0.211657924880515,-0.0478284842665904
"GSM1691887",0.153206008051145,0.612446326878057,-0.0680894374224849,-0.5318205953183,-0.537337663472011,0.725469665588028
"GSM1691888",-0.120740543024859,0.142233413880666,-0.411867574970089,0.0914359942035401,0.0439738624679719,0.328726802048746
"GSM1691889",1.02729860951131,0.416086911318504,2.08507992825557,0.468398250507089,0.785198364441633,0.0806884994443965
"GSM1691890",-0.181897450823165,0.476071436127497,-0.657601450180674,0.395634556928448,0.0333326277376396,-0.151818013513121
"GSM1691891",0.644924906655444,0.99539135933521,0.505068433495644,-0.35703946321386,-0.501648442100521,1.18679954966276
"GSM1691892",0.134247951504793,0.895581406313257,0.401833323247862,0.0642582759557963,-0.105603742287521,1.58889314022844
"GSM1691893",-0.642822509222157,0.343278957885806,0.991311012451582,-2.21096540666554,-0.754938716668063,-1.69243811574202
"GSM1691894",-0.209898967911674,-0.0806374815611173,0.232029181258535,-0.938051583459681,-0.618695377516595,-0.00452253256581285
"GSM1691895",0.897074072568214,0.334056528115889,1.17819045055587,0.175234090348127,0.293568756550878,-0.389539290193763
"GSM1691896",0.877105428080587,0.475457330374792,0.42561152764503,0.271723173007974,0.438408830867977,-0.0387362838250517
"GSM1691897",0.168845563585936,-0.355646225663627,-0.15600784914208,0.212288359743357,0.729964198645647,-0.197213647813189
"GSM1691898",0.709776274596616,0.770176956106587,0.309633854511674,0.54023230041001,0.911510367300583,0.781426485917282
"GSM1691899",-1.46238628150037,-1.48448957289529,-0.128526791434707,-0.796491614251047,-0.824201332711549,-1.37772358147667
"GSM1691900",-0.0914127239836904,-1.66598794146806,1.27998727643292,0.336925542803621,0.392640797656508,-1.2727912771982
"GSM1691901",1.0147672850918,1.16968901176818,1.30048832738215,0.27905092571933,0.299902070425665,1.32349730903519
"GSM1691902",-1.10397770907138,-1.57013609897954,-0.0574366037788444,-0.210053497841877,-0.0364828876844667,-1.14685047094193
"GSM1691903",-0.487716434649806,-0.383998221095934,-1.22567734180035,-0.0875913918955688,0.463878907485845,-1.33762155708579
"GSM1691904",-0.336758252951184,-0.480679376642932,-0.226276222719565,0.103620944931571,-0.141843204390602,-0.225675182804998
"GSM1691905",-1.31768024353521,-1.54922876546399,-1.0813435235378,0.311296381171356,0.432290093617142,-0.973032885158951
"GSM1691906",-1.56137177783501,-1.33279506578815,-0.325110203448618,-0.253258307293065,0.0412730739003168,0.0688935097521994
"GSM1691907",-1.21845305139348,-0.74369950494093,-1.46714722679212,0.341960358297537,-0.276262354549032,-0.766296930469451
"GSM1691908",0.379720105554268,0.528359139361325,-0.369580297462804,-0.269442228319538,-0.36386790895053,0.712520051385749
"GSM1691909",0.115776729843727,-0.618650582875816,0.10667208370068,0.917353345482965,0.507123864826912,-0.36039957875379
"GSM1691910",0.689633635801106,-0.382588591173289,-0.97713816012032,0.244566927094716,0.338315869303523,0.364293793010015
"GSM1691911",0.96793787680356,0.110027616262606,0.961521571679556,0.600061470499833,0.859868489974627,0.208596533544845
"GSM1691912",0.630103431109827,0.70017171483508,1.35701625786412,0.185138485160532,0.0156976632744541,-1.13680652462571
"GSM1691913",-1.92655424656143,-1.27876487538083,-0.709834974879872,-0.341366713076756,-0.958081650511812,-1.80825817958124
"GSM1691914",-0.397399312667993,-0.199404018936517,-0.31436924175972,0.321526854969445,0.593769389722784,-0.963126242268829
"GSM1691915",0.903543457609507,0.657266778937546,1.51564483420678,-0.0638203954998296,-0.0591091643333346,-0.820922471316088
