mode,eigenvalue_nm2,variance_fraction,variance_percent,cumulative_variance_percent
361,0.000121782,7.355799743802775e-06,0.0007355799743802,99.94867073472956
362,0.000120346,7.2690633752745795e-06,0.0007269063375274,99.94939764106708
363,0.000119762,7.233788974703223e-06,0.0007233788974703,99.95012101996456
364,0.00011816,7.1370259786153606e-06,0.0007137025978615,99.95083472256242
365,0.000116596,7.042558234619471e-06,0.0007042558234619,99.95153897838588
366,0.000115236,6.960412370275219e-06,0.0006960412370275,99.9522350196229
367,0.000115096,6.951956178357427e-06,0.0006951956178357,99.95293021524074
368,0.00011323,6.839247220367446e-06,0.0006839247220367,99.95361413996278
369,0.000112771,6.81152299115126e-06,0.0006811522991151,99.95429529226188
370,0.000111845,6.755591321752159e-06,0.0006755591321752,99.95497085139408
371,0.000110007,6.644573602145735e-06,0.0006644573602145,99.95563530875428
372,0.000108587,6.558803655551e-06,0.0006558803655551,99.95629118911984
373,0.000107736,6.5074020889650015e-06,0.0006507402088965,99.95694192932874
374,0.000107081,6.467839191063909e-06,0.0006467839191063,99.95758871324784
375,0.000106307,6.421088530032695e-06,0.0006421088530032,99.95823082210084
376,0.000105384,6.365338064746118e-06,0.0006365338064746,99.95886735590732
377,0.000103823,6.271051524862751e-06,0.0006271051524862,99.9594944610598
378,0.000103082,6.226294109069301e-06,0.0006226294109069,99.96011709047072
379,0.000102074,6.165409527261209e-06,0.0006165409527261,99.96073363142344
380,0.000101329,6.120410505984394e-06,0.0006120410505984,99.96134567247404
381,0.000100102,6.0462980239620416e-06,0.0006046298023962,99.96195030227642
382,9.91205e-05,5.987014078481244e-06,0.0005987014078481,99.96254900368427
383,9.819e-05,5.9308106029133575e-06,0.0005930810602913,99.96314208474458
384,9.73871e-05,5.882314342264828e-06,0.0005882314342264,99.9637303161788
385,9.61555e-05,5.8079240139366055e-06,0.0005807924013936,99.9643111085802
386,9.51497e-05,5.747172315144364e-06,0.0005747172315144,99.9648858258117
387,9.44751e-05,5.706425550374781e-06,0.0005706425550374,99.96545646836675
